Latitude,Longitude,Signal_Strength,NW_provider
80.512358,33.560316,44,3
67.967717,30.63961,36,1
86.933096,16.405561,92,2
74.34778,33.70521,8,2
81.321414,26.603101,17,1
85.572492,10.032644,11,3
67.727003,28.277357,6,3
80.056537,9.690759,69,2
80.576161,31.354813,65,1
75.185669,11.876104,90,3
83.927894,24.595311,83,0
79.540566,12.072218,17,0
78.166917,17.836709,52,0
80.622474,16.808636,62,3
79.592709,15.78227,78,3
72.63012,31.703299,19,2
77.688622,11.904824,20,1
74.685711,33.773758,66,2
72.631624,17.271275,6,1
81.165597,12.6765,46,3
71.792365,28.625875,22,3
74.256221,21.689953,0,3
68.336832,14.003516,10,0
79.04229,21.406121,37,1
85.883992,21.106789,60,3
78.944785,9.410357,40,2
84.657214,25.804051,62,1
68.72341,18.455635,49,0
67.006721,14.781043,53,2
77.55913,25.905623,9,2
69.768052,30.608152,50,1
82.041345,15.902488,93,3
78.689184,33.072398,67,0
85.581488,28.9136,83,3
82.15856,32.455662,93,0
70.881822,19.360005,54,2
68.395488,17.368661,47,0
67.166862,30.150507,93,0
75.388491,23.86024,10,3
80.380903,15.629729,12,3
81.924701,15.073936,3,3
86.246013,24.694128,37,0
73.676882,27.68352,30,0
77.893601,13.686265,32,2
78.453384,31.74686,73,3
75.808564,28.193299,100,3
79.857413,27.896518,22,3
86.04449,33.401449,23,0
72.712759,20.920195,44,3
77.510835,29.926649,6,0
77.736736,21.752953,79,2
83.871598,10.075547,45,3
85.227435,8.839431,39,2
67.496647,9.132338,77,3
75.323595,22.857848,41,1
73.399664,32.515203,60,0
83.569285,12.46915,5,0
81.259667,32.750131,6,3
85.818216,31.142821,53,2
84.34175,13.414543,14,3
82.061845,16.320648,91,2
72.819652,30.908047,42,2
80.664419,29.018441,73,0
76.93703,29.32784,0,1
78.969043,13.637974,21,3
71.558268,14.554854,82,0
79.390129,10.81839,68,3
78.59171,25.098307,80,0
76.191171,17.786455,11,3
69.979657,32.4174,87,1
83.428756,21.71117,88,3
79.400237,25.553759,94,0
74.658432,13.55528,81,2
78.660692,23.41052,93,2
83.707568,33.635742,99,0
78.682281,22.698894,76,3
71.12861,20.74887,69,3
83.666776,9.354879,10,1
78.682884,21.323517,72,2
68.545874,13.361202,4,1
73.473378,9.221151,58,0
78.675382,32.732254,84,3
85.235841,14.948536,95,3
86.324945,22.712087,13,2
83.083967,21.609392,81,3
75.923577,15.97654,49,3
68.422634,32.724438,33,0
85.021669,33.772266,52,3
78.404574,31.232077,91,0
78.516436,12.678889,57,0
77.166743,26.753135,1,0
77.632179,25.591567,83,0
67.742424,32.937289,30,2
68.088701,32.588662,86,1
83.901492,22.711844,29,1
69.19589,20.398434,75,0
82.850669,16.814809,21,1
85.287146,14.898504,21,2
78.192952,19.88892,23,3
68.014299,26.87372,33,0
79.528044,25.211832,60,1
76.519773,19.32175,60,1
75.72413,13.472656,46,1
67.004346,24.412533,39,0
68.361526,27.291254,8,3
72.256836,9.286612,19,2
69.500638,30.792683,87,3
68.240451,32.376557,71,3
69.525064,28.487952,37,2
76.76022,14.740212,78,1
77.065397,27.362497,96,1
81.677831,20.241231,88,1
70.144606,15.091169,51,0
78.591843,27.830043,92,1
74.443599,9.481296,37,0
72.223661,25.200484,26,3
71.027233,21.140123,10,2
67.264434,27.461151,23,1
72.463925,23.71311,50,2
70.190897,13.252966,79,0
73.836477,27.66484,26,2
76.436422,29.634199,60,2
80.094764,24.020305,74,3
71.822665,24.37512,30,1
81.999532,26.052898,95,3
84.248109,12.820385,29,2
83.071184,26.516801,52,1
71.667274,18.438475,13,3
81.013335,33.472621,16,3
74.47128,13.912474,91,1
76.773692,16.526849,34,2
81.045844,23.002985,42,0
81.974017,25.616927,41,1
79.571167,11.202005,24,2
86.175159,25.348334,51,2
67.294129,9.769752,26,0
79.963379,25.219362,24,1
80.079503,20.203897,70,3
71.87136,20.868201,20,2
81.053568,15.777897,43,1
71.014017,24.672522,22,3
82.583593,29.359981,16,0
69.863662,25.1993,75,2
70.492034,21.315563,9,3
82.673964,31.498213,36,3
82.722211,9.361576,50,0
77.953179,28.075547,100,2
74.540511,32.175255,34,0
77.492057,33.772693,92,0
86.668304,28.411332,29,0
81.770019,22.367267,1,1
71.780787,17.178124,21,2
80.888633,12.139779,1,2
68.43866,27.930691,72,2
67.989486,23.045645,80,1
79.937588,11.999436,27,0
78.772517,26.853274,6,2
77.030901,15.250746,77,1
74.498514,27.23578,77,2
68.345672,26.205935,33,3
84.285745,30.524302,93,0
86.85266,11.353849,55,2
67.027134,26.678553,85,1
70.034835,25.101782,36,0
68.138233,32.241726,33,1
82.382854,11.031218,55,3
75.924135,21.648078,71,0
86.217072,30.727763,27,0
67.66493,17.345535,7,3
81.316572,27.873682,78,3
86.175373,23.648845,84,3
75.89231,19.084273,43,3
72.631991,29.189227,68,0
80.750092,33.891236,24,3
67.594669,13.388428,1,3
77.20621,22.312413,20,1
75.456913,27.982267,29,1
79.25774,24.920335,96,3
78.275808,16.175156,98,1
80.675911,25.109632,57,1
67.795481,12.317864,64,3
72.124406,17.002244,31,0
78.702826,27.633625,38,2
68.529212,30.732087,5,0
78.200625,13.191115,10,0
85.885187,24.301831,85,2
73.202282,26.584033,27,2
76.244597,20.162954,75,2
78.571389,23.149777,57,3
71.823324,9.532152,6,1
79.667535,24.386406,53,2
77.931744,33.646708,38,0
71.877226,23.101498,10,2
77.478448,8.823636,30,1
84.183379,25.474986,90,1
79.472829,18.031826,78,3
77.383777,31.264053,36,2
68.17064,17.768228,19,3
76.682682,15.920274,66,0
74.303352,14.134622,28,3
71.176468,27.897961,56,0
73.140557,27.974891,0,1
79.344802,30.664544,85,2
70.995029,21.803179,2,1
75.096527,17.986878,17,1
73.219236,31.058022,13,2
75.031466,20.521205,42,0
68.312456,25.990838,90,3
81.27162,28.106637,56,3
74.86667,9.523956,63,1
77.375226,25.777991,46,2
70.696861,21.669506,81,0
72.730138,19.448798,98,1
84.523545,9.482699,10,2
81.49752,27.148871,96,2
76.674204,31.938033,95,3
72.838373,15.971371,21,1
73.210467,14.922002,51,1
71.501165,31.219516,12,3
81.328311,26.342675,7,3
82.662118,15.673942,70,3
82.109274,32.950008,67,3
83.49039,30.086547,14,3
80.808999,21.093726,80,3
86.93333,14.721317,69,2
82.729326,26.422922,43,1
76.907835,17.14838,10,0
70.165094,32.633917,11,1
67.851587,30.712015,10,3
77.187939,13.297831,43,3
80.809017,21.363598,37,2
84.287894,13.449972,2,1
68.533353,22.734358,6,2
79.755224,15.3914,8,2
79.179839,23.310845,70,3
78.800545,33.105242,70,2
82.905818,22.104388,52,1
74.064624,10.662597,33,0
82.448014,10.606792,31,2
76.97549,22.351982,65,2
69.16424,25.14143,8,1
76.506437,31.387065,95,3
69.149168,10.757425,40,3
80.83541,13.086916,9,2
83.04848,20.487994,40,0
81.541658,24.930934,73,3
76.950901,27.961776,99,3
85.601411,32.742752,89,0
77.831219,12.940902,82,3
69.14031,27.804902,66,0
69.973799,15.16154,8,3
73.067779,29.730126,0,3
71.598655,12.083525,48,0
85.2255,14.934894,61,0
81.393949,22.807702,70,0
76.495888,19.389873,24,0
73.298569,12.688644,70,3
80.640497,11.443591,10,0
67.900056,30.810293,85,0
73.41219,9.736871,15,2
85.109468,19.514542,51,0
75.472504,25.636651,75,0
71.309108,9.731822,65,1
67.07893,11.554006,30,2
70.581567,29.592916,53,2
70.087626,30.507122,88,0
74.134991,24.623321,99,3
76.734859,24.816479,85,0
84.936671,14.207603,16,1
73.023817,24.167946,75,1
73.739686,27.997692,28,3
81.660677,33.246693,82,3
78.545031,15.610241,18,0
75.004642,8.658294,7,2
71.933636,19.778249,91,2
73.135348,32.812706,98,2
79.817241,21.214471,24,3
82.305331,26.190219,81,2
81.15888,25.805449,86,3
72.364472,18.831705,74,2
79.179626,8.672229,53,0
69.901088,16.524829,44,1
80.429796,23.955238,94,0
82.696139,31.545186,79,3
75.942486,9.446817,19,0
83.043979,30.496808,22,0
79.263205,21.145853,22,3
84.625334,13.409555,56,0
74.767358,12.492429,39,0
85.725231,21.591062,87,1
69.113267,22.886082,61,2
78.448706,21.646051,26,0
86.62613,27.078183,40,3
68.793829,10.791604,19,1
78.99783,15.3953,28,1
86.626493,10.918232,16,0
84.64303,10.222773,81,0
82.696679,24.086639,36,2
81.992916,31.013006,58,2
69.623799,28.278453,43,2
69.199132,13.473505,56,0
83.648479,24.574781,26,1
81.69491,11.29123,67,0
71.808353,33.717968,45,2
81.227796,28.123828,54,2
79.035524,18.659946,88,1
81.070505,32.670081,3,1
85.686292,27.390712,99,0
68.715625,12.846497,72,0
78.364913,11.240468,31,3
80.317011,29.11718,44,2
70.191221,28.173306,20,1
78.451196,27.48197,15,0
84.031201,22.295403,83,1
84.333343,8.666765,73,1
71.860993,17.386236,75,0
68.76665,32.134569,2,1
84.012836,22.046014,71,0
84.414212,27.265148,72,0
81.716989,8.65163,81,0
68.30506,23.901713,54,0
77.864366,28.822248,43,1
70.872105,16.814194,30,0
86.085335,32.556718,95,2
67.115346,25.526427,61,2
76.617182,26.583506,8,2
70.995569,29.022252,85,0
80.328611,26.066813,69,2
72.337533,33.02776,60,3
86.755371,29.186319,3,2
76.38927,28.75785,77,2
86.970672,17.850154,42,0
84.704014,23.218943,66,3
86.801305,18.874694,54,0
85.406348,27.529477,64,0
67.578104,8.976873,6,1
82.380668,33.003351,99,1
83.576558,20.818876,25,1
74.627878,21.055137,34,2
71.108599,21.132518,80,1
82.817007,20.097664,62,3
72.402973,13.031705,45,1
75.270557,22.177851,68,3
70.085611,31.430464,13,1
72.772591,22.444032,28,2
79.591278,31.590226,69,3
75.828319,25.763622,87,3
74.696012,26.384398,24,1
76.357342,9.569698,0,0
79.755391,21.379954,94,0
73.307645,20.404477,90,2
86.523899,19.570811,35,0
82.596106,8.845502,100,0
68.265301,20.571644,64,1
73.326618,19.170901,87,0
72.744192,24.361357,17,1
78.779613,27.399463,38,1
67.006024,24.374998,22,0
74.131786,19.638717,75,2
69.241502,24.290901,67,1
84.545074,21.606717,23,3
82.437922,22.199375,21,2
79.267911,20.303866,10,2
83.75482,19.125495,74,2
86.283883,29.707174,23,3
74.599405,26.981358,89,3
76.920009,14.726931,67,2
81.870879,18.196698,29,1
77.23256,11.383019,92,1
86.576954,22.336584,49,1
79.448552,21.740908,1,1
84.201922,21.344252,62,3
80.742255,9.798352,99,2
75.353538,23.474645,14,2
68.127047,12.179424,2,3
72.295951,30.053599,44,0
72.811382,33.517907,5,3
82.996334,31.432764,55,3
83.332488,33.670588,52,2
81.268324,23.789616,68,2
80.514194,15.049997,90,1
79.062882,10.383693,99,0
75.084436,33.486442,51,0
84.481247,30.83487,88,0
70.091915,25.602628,82,3
71.561573,27.198177,33,2
68.216913,28.711848,18,1
74.959386,20.132183,45,2
75.397634,16.408673,100,1
74.248241,18.545857,100,2
77.787536,17.948857,92,0
69.821239,28.44993,92,2
75.668379,24.223753,94,0
67.359311,33.824416,55,0
73.311086,26.317485,19,3
72.675852,24.30582,20,3
76.021282,8.959641,27,2
86.973996,19.95836,26,1
70.666351,24.020696,27,2
74.458406,13.760316,73,2
83.2261,12.599993,64,1
70.060129,32.971049,28,1
85.135954,13.454387,16,3
80.286005,28.46781,28,0
71.256812,20.716885,7,2
82.925488,10.238649,40,2
84.788731,25.341194,56,2
86.037128,33.283654,12,0
67.815228,10.346065,43,1
81.91554,21.025583,39,0
67.410366,24.43547,4,0
72.457318,15.010349,64,2
68.776589,27.790409,69,1
85.038637,27.858635,76,2
75.227219,25.861243,30,0
76.351978,31.481806,61,3
76.160656,28.692224,83,2
77.328923,9.934887,2,2
84.762324,16.8922,28,3
85.083517,11.735859,25,1
84.013951,14.455916,56,1
86.305178,32.685393,11,1
73.058852,27.698755,35,0
72.441717,9.192131,45,3
72.724891,8.963642,99,1
82.751344,23.335545,15,2
75.75036,14.987185,66,2
69.663925,33.24892,100,1
82.418113,27.262763,85,2
67.587836,19.911181,45,3
70.252975,22.50278,42,0
79.088161,14.527232,1,1
77.118857,19.639034,44,0
86.903955,28.648501,1,2
73.085909,11.855907,57,0
82.792077,31.348687,8,3
70.77552,18.61693,18,3
84.337987,23.661927,19,2
72.485481,18.414081,26,1
83.533231,24.089898,31,3
68.925286,10.866033,19,3
73.005229,26.633931,51,1
82.531323,21.262843,78,1
86.759395,9.481894,48,2
68.174875,15.325099,14,0
84.230589,19.666026,31,1
71.866183,17.226998,88,2
71.326283,32.841942,76,2
79.273099,15.999778,20,0
81.014545,9.087676,33,1
67.520435,20.258536,32,0
85.062697,31.819881,31,1
84.821733,25.097961,2,2
72.90476,17.122215,26,3
67.267713,29.541723,50,2
85.513955,11.293747,76,3
67.867212,23.721835,49,1
77.764799,21.506951,50,0
68.323327,9.245122,53,3
81.053359,13.042929,76,3
83.334311,31.935218,98,0
73.183129,32.841916,3,1
83.480438,32.50614,29,3
75.521771,21.755069,1,0
78.225516,23.767523,58,0
75.091915,23.215168,3,2
80.846823,14.933149,76,2
85.430566,20.941895,98,1
69.0833,12.516105,5,2
86.725912,28.491832,61,0
82.54859,21.149723,22,3
73.164488,20.933136,84,1
84.689574,26.028597,75,3
68.599172,12.152398,62,3
81.307011,11.678574,73,3
76.304183,31.567265,52,1
68.996663,32.559404,55,0
78.658113,12.919881,97,0
80.090752,15.98677,28,1
71.63195,24.048826,20,3
80.46764,16.663227,21,0
70.873339,24.071242,5,3
67.075175,12.923261,32,3
75.616941,11.540067,94,3
74.506469,17.686164,95,0
78.88029,30.232876,86,1
80.584773,12.102138,24,2
78.361244,17.697827,25,3
86.758187,20.55806,11,2
80.782619,17.553582,12,2
70.033475,29.304963,88,1
75.651327,33.208897,44,3
80.187664,32.763649,81,3
72.227117,19.012186,76,2
84.488963,28.011191,27,1
68.299135,27.192274,69,2
69.255776,27.926073,76,0
79.387786,13.118897,38,2
76.947254,27.333215,74,2
85.379596,16.89707,63,3
81.16072,20.308348,9,0
78.162706,19.889867,17,2
77.031679,25.52466,40,1
72.649221,23.739722,83,0
78.267664,11.483028,88,2
76.378976,29.112282,21,1
80.985872,32.44692,79,0
70.596645,31.808232,35,2
80.852015,28.530831,26,1
74.925438,23.792889,57,1
75.319921,18.926194,38,2
84.826574,21.137254,91,1
78.879367,18.251688,1,3
85.580973,28.10557,59,2
76.941966,20.933052,62,0
73.10703,9.055744,51,1
70.886762,14.113005,58,2
79.490991,22.625502,96,1
76.921717,25.036206,51,0
69.08745,32.237222,67,3
73.387234,20.220883,25,3
71.968812,26.048702,6,3
74.694832,28.686059,35,3
81.504499,32.391392,1,0
67.585924,18.273931,68,2
68.941859,19.599258,39,3
68.466138,12.628862,83,0
67.749957,28.779371,76,3
86.214109,19.787042,31,0
78.915937,24.811666,69,3
82.847377,21.042386,24,3
83.674935,9.215318,55,0
73.000598,19.113754,84,1
76.674173,24.268474,13,1
67.338377,10.802089,47,3
80.349886,24.099246,21,1
67.650285,30.873582,24,3
72.852841,8.820625,50,3
84.775235,30.270584,73,2
74.988257,15.907152,97,0
69.267661,9.492852,46,2
74.933855,28.236498,44,2
67.784889,30.82847,7,2
75.04864,15.738246,34,0
72.357894,28.706523,23,3
69.630343,12.563059,50,3
74.253584,18.604478,27,3
80.185774,26.364804,15,2
68.740344,10.651553,6,0
85.920011,17.55825,20,0
81.421898,20.28452,83,0
80.138443,19.581528,9,1
74.959639,22.332774,64,3
71.223844,10.150929,13,1
72.825806,20.192033,2,3
71.860221,26.05534,7,1
83.035028,17.3897,29,2
77.597966,17.224293,44,0
67.998393,16.149392,8,2
77.582648,20.134567,64,2
81.147863,27.774107,100,2
78.557785,15.44462,12,2
73.422026,8.827167,67,3
75.748355,23.209108,81,1
82.785829,16.267271,44,0
83.301654,22.545343,35,1
85.982025,15.887361,97,0
68.388579,25.416055,95,3
68.83188,16.301179,85,1
77.140224,26.862609,34,0
71.001407,24.089565,53,3
68.674079,14.456094,81,2
86.904322,29.532662,84,0
80.771094,11.900012,36,0
80.22633,10.413548,57,2
85.931014,19.551448,35,0
67.527581,17.536577,43,2
69.608449,26.385133,74,1
73.894536,21.715251,22,2
77.436207,14.746416,58,0
83.626279,28.324787,9,0
70.856014,17.208872,41,3
70.036078,13.848775,45,0
85.212073,12.537536,22,3
74.870056,18.985293,55,3
74.789113,22.585543,27,0
83.942671,13.243708,19,0
76.443276,27.520511,65,1
81.112069,29.585749,81,1
69.364625,8.918803,18,1
78.522763,12.211935,2,1
81.839919,24.771301,41,2
83.029605,14.775746,51,3
67.620441,17.793638,12,2
82.163418,16.895438,18,3
84.274095,27.131014,36,0
82.712792,20.201587,8,0
69.901226,25.301693,27,2
71.815554,32.466139,54,1
79.837997,15.879945,54,0
72.01516,20.911801,95,3
80.060093,12.970559,82,2
69.865738,19.777404,10,2
74.6741,30.959981,67,3
80.950918,25.444633,77,0
85.352801,19.600176,46,3
79.044542,17.036677,8,1
85.272774,19.11775,60,2
83.245312,8.726001,1,0
86.980468,24.368657,29,2
78.965789,32.377567,37,2
77.308841,22.432205,51,2
79.608027,21.672128,79,2
74.855073,26.561427,5,3
81.541537,15.501502,53,1
82.905403,20.578749,70,3
76.763363,20.645305,30,0
79.074883,29.059637,46,1
86.080626,16.688922,80,3
83.672207,15.351435,60,3
85.816138,20.71513,65,2
83.92226,9.210422,15,2
70.843614,21.030568,62,1
81.769112,23.251381,28,3
72.025965,30.575345,76,1
81.15382,21.474667,30,0
85.790346,11.859887,23,2
81.550839,14.769065,98,1
86.180805,9.350799,80,1
75.960838,29.992229,59,2
74.14478,10.282051,69,2
67.428499,27.822599,99,1
69.669296,17.337523,24,2
69.231701,21.67609,28,0
86.584849,28.856709,14,0
78.603429,19.73339,95,1
77.973698,18.708007,21,0
81.238268,31.718796,15,1
78.772746,20.716119,78,0
80.473308,14.096831,92,1
74.4593,10.202383,99,2
80.075354,27.659268,21,3
86.507934,33.473507,12,1
84.714879,24.50109,82,2
82.361526,9.321212,35,1
79.845394,20.775063,87,3
70.983701,32.56545,98,3
75.30592,10.201407,60,1
76.987366,21.161038,82,1
77.617886,15.088613,40,0
69.845817,23.759292,85,1
74.776223,22.076603,90,2
84.98065,31.23185,59,0
68.157989,33.660471,68,3
77.85566,21.730369,19,0
74.673877,27.671468,93,3
70.710874,27.329137,54,3
74.069704,15.014006,5,1
81.606882,14.819793,41,0
71.360851,30.808024,54,1
85.451121,15.442658,34,3
67.732228,33.062991,50,1
78.773126,27.991696,15,1
71.380838,28.642737,32,3
73.414367,9.66544,48,0
77.178522,13.115376,34,1
81.799965,14.404908,34,2
73.714488,21.613385,41,2
75.452906,32.678524,49,0
73.664584,27.998551,63,2
69.414401,24.781995,56,1
85.749501,33.141774,94,1
84.486511,9.756941,89,1
77.763945,22.875132,75,0
67.312255,9.788839,38,0
68.835247,14.407536,14,2
82.318371,8.938111,54,0
73.574385,8.929876,74,1
73.943898,28.887908,99,0
73.911336,15.386885,24,2
86.162347,17.777261,84,3
69.416352,23.510797,11,0
69.686342,25.959496,52,2
79.670669,26.549277,48,1
76.37998,15.729232,87,0
75.62076,10.035178,87,2
75.343382,21.037961,26,1
71.989574,26.223713,50,3
78.466288,12.463423,23,3
85.159562,23.832681,80,2
84.955448,20.717225,66,2
75.977284,20.667335,32,0
74.21652,22.045735,95,3
80.953959,25.113129,98,0
85.21419,20.851564,47,3
85.430144,18.47109,0,2
73.883348,20.843839,82,1
80.340009,31.41056,16,1
82.887159,19.349664,80,2
78.84984,22.952106,44,1
68.073974,14.576223,19,3
70.812342,31.120744,14,3
86.912038,18.605225,81,1
84.29891,23.155327,59,1
72.48969,21.275541,1,1
81.392123,18.03775,37,0
84.031497,29.582714,72,0
70.941159,17.876071,45,0
76.104005,15.061118,29,0
72.770723,23.576036,11,1
73.27691,24.102871,21,2
73.409727,29.551275,99,0
71.302123,11.681525,14,3
67.310125,21.21035,22,0
76.987837,15.782673,70,2
76.455349,33.587352,3,3
69.123502,19.052964,83,3
72.099562,19.533736,7,2
85.057964,15.998727,98,0
85.744001,14.793238,35,0
82.944586,28.755387,27,1
70.956848,17.202142,78,0
84.828904,22.526624,68,3
86.651974,12.924484,97,3
69.549168,10.695987,94,0
82.003309,21.687212,6,0
85.85715,21.606002,19,3
72.990151,14.974004,54,0
74.045176,27.081865,79,3
72.910068,14.334632,52,0
80.457337,20.18015,66,2
81.398069,27.109829,47,3
72.266241,14.515174,53,0
71.055988,22.814626,66,3
86.682646,21.154229,12,2
75.112447,23.485782,62,1
71.773415,23.157701,34,3
86.513005,8.639819,28,2
75.449374,18.041117,97,3
85.449109,13.082932,51,3
84.414197,18.806522,48,3
85.456669,13.975041,25,2
78.117755,15.364623,0,1
82.559153,19.276891,97,3
73.372906,19.976194,5,2
67.896537,30.189401,40,1
79.148023,33.590423,83,3
78.260982,23.114502,96,3
82.786145,32.036291,14,3
72.588165,30.516282,33,1
71.012663,13.916816,53,1
76.599872,33.324915,68,3
70.908249,21.353055,7,1
67.188628,32.411676,57,3
76.078674,14.265208,39,2
72.786374,29.964066,78,2
75.577432,33.360267,4,1
67.545365,13.820446,16,1
81.836712,15.663967,86,0
68.396174,21.023979,49,1
67.207685,32.134184,13,2
70.311735,29.992833,93,2
71.648074,22.332216,6,3
75.815023,29.726633,8,3
81.163666,9.71724,37,3
67.737513,15.058798,82,3
81.734516,10.456187,83,3
71.771013,12.30454,34,2
68.54908,9.437395,47,2
67.033491,22.171107,42,0
76.774113,19.600851,98,0
71.657369,11.553482,14,0
67.296826,10.932161,15,3
77.508356,26.703149,85,2
70.312406,22.00416,64,3
80.088946,21.223137,49,0
77.307137,32.038104,91,0
77.799183,13.333657,51,0
83.057456,14.693774,9,2
77.119271,13.479933,15,1
74.627686,33.934349,98,1
72.906774,9.938412,80,0
67.122706,10.233205,14,3
86.70846,11.231984,23,2
74.235835,31.048952,77,3
79.201493,30.361479,89,1
67.736773,28.007308,40,0
71.977958,13.918469,86,2
77.118802,9.32109,58,0
76.256545,23.899755,41,0
84.900581,21.042656,66,3
83.46982,25.740604,49,1
82.348643,30.188522,58,0
79.2444,28.117335,96,1
80.290709,23.348915,87,1
73.108983,16.666747,44,0
77.797529,31.782561,84,0
80.856274,26.095637,62,2
70.18058,9.116123,89,3
73.845802,25.810629,92,3
82.867407,9.396268,79,1
80.36964,10.83105,15,1
81.760356,30.396666,80,2
69.682198,21.340842,82,0
77.143933,27.214768,80,2
76.81572,32.027022,72,2
71.928687,26.991617,20,2
85.411295,21.586512,47,3
68.49034,29.056721,26,2
84.400427,9.235772,38,1
80.623657,27.99818,91,0
82.367372,22.82502,26,3
70.087405,23.957782,95,0
70.092595,19.021079,56,0
84.763709,31.008071,83,0
84.329441,14.316469,60,1
76.822015,28.962615,67,0
81.943589,10.588352,10,0
78.010182,20.60296,18,0
70.151663,9.4224,93,0
82.847606,29.48818,4,2
68.30919,18.925459,17,1
71.982836,13.208224,33,3
85.377117,16.668431,85,1
84.687409,20.647147,87,3
82.321048,28.29016,82,1
75.304079,9.686993,26,2
71.814524,11.130709,5,3
83.237918,13.380368,86,3
67.325163,23.822396,6,0
69.32628,19.810328,34,2
81.003625,17.194794,94,0
67.117762,31.809778,18,1
70.7447,10.882475,87,0
84.136748,24.18018,61,3
76.355222,29.97315,54,1
68.668232,28.913529,9,3
68.473778,30.108378,39,1
81.786416,17.341923,47,3
85.864694,26.438067,45,2
78.763707,22.795972,38,2
76.381277,22.354382,35,0
84.754319,27.831445,34,0
78.596,11.926655,71,2
74.531069,11.317659,42,3
72.111949,23.147674,19,2
72.76755,23.477537,33,2
78.852347,19.576586,70,2
81.984587,19.961132,15,3
68.532332,30.117889,22,2
71.385646,30.606194,86,2
68.050051,19.141219,18,1
68.827274,18.779077,58,3
79.357597,26.342241,86,3
86.815399,16.73096,0,0
76.831065,24.719847,98,0
85.442545,28.183836,63,3
85.396108,18.602136,21,0
83.447245,29.257144,34,0
75.726701,14.432534,82,3
74.214758,33.20089,13,1
82.166502,31.204665,67,2
86.15554,25.561269,4,1
71.627414,22.254047,53,3
68.705559,11.722069,96,3
86.138521,27.237621,78,3
70.035899,33.19687,74,2
69.001243,23.938698,19,3
69.461886,11.64937,23,0
71.261139,29.155099,46,1
69.439149,25.398771,63,3
67.879511,33.441488,87,2
79.737942,25.195058,99,3
80.236352,27.183326,45,2
71.300907,10.830411,50,1
80.897997,13.853975,91,0
80.389799,22.602394,16,1
86.582632,11.98571,56,1
69.079776,19.764758,50,3
70.698597,22.652961,36,0
67.519613,13.505256,68,1
82.144166,15.094259,94,2
73.095357,31.408258,67,1
70.962656,12.738462,79,3
83.00578,21.259571,41,2
77.384446,33.0818,20,2
67.129573,27.962766,38,0
82.66178,23.826927,74,1
72.122377,17.303033,14,2
74.354035,12.194499,9,1
76.964083,17.603924,34,2
78.766315,11.984235,37,3
74.571,22.815495,25,0
80.820229,17.521074,67,2
78.604536,15.574281,76,0
73.703166,17.319278,70,2
74.183843,10.967953,68,1
70.415094,13.804911,7,0
80.416491,25.269052,7,3
84.876808,13.903359,33,0
79.837935,13.913444,90,1
69.371018,32.680936,89,3
86.080115,27.615517,33,0
83.89652,14.80337,45,1
70.575035,22.591877,30,3
69.592991,14.479041,3,3
77.109338,20.452831,67,2
67.195102,22.704203,0,3
86.932886,25.222372,24,1
86.447914,20.299897,91,1
77.61612,24.547847,78,3
80.762179,28.936772,36,2
80.173657,11.574225,99,1
67.054957,24.324869,4,1
78.134076,30.263424,81,1
82.416312,18.630515,96,1
74.687257,13.686493,50,3
76.281872,27.051384,52,3
69.34856,22.376431,23,0
72.126152,31.671166,10,2
84.37795,13.950432,28,0
75.946783,9.847614,95,1
71.099253,26.038078,17,0
71.507555,28.747373,63,2
72.155625,15.345281,16,0
75.982438,31.350368,26,2
85.074515,16.333527,97,2
68.137669,18.390556,34,1
79.51927,32.796756,59,0
85.635702,26.286653,10,0
83.154428,28.952824,94,3
77.53141,19.862771,20,0
79.330601,12.95716,86,1
86.7118,9.807585,7,0
67.304059,10.970285,2,2
80.17215,11.625593,26,0
72.769166,14.438662,13,0
77.362591,27.263006,62,0
83.828925,22.909708,2,1
76.566799,32.94324,68,2
83.188541,9.013864,79,2
76.822544,20.444315,26,1
76.648578,19.95787,87,0
70.868379,8.680676,59,1
77.035418,15.482433,45,0
83.480929,18.852426,27,1
83.563652,17.1064,44,2
76.988826,25.285693,57,3
83.272681,31.118846,59,0
83.644019,17.615295,2,2
75.55848,9.860781,80,1
86.514753,18.667138,96,1
70.820585,28.822082,49,1
71.695212,12.359747,90,3
81.154588,11.656421,80,2
70.9881,19.822534,13,1
82.510995,26.452354,42,2
71.739393,12.935987,69,1
72.372455,29.53168,26,0
69.450183,12.668052,73,3
71.872821,27.567914,85,1
79.330824,14.496917,40,3
68.858371,23.838534,1,1
84.991235,18.745834,62,0
81.521013,27.50251,65,0
67.218834,14.839817,45,0
71.432986,27.517254,3,0
73.634146,10.798934,6,2
80.934649,26.628192,65,1
82.688838,21.468773,34,2
76.005944,11.656607,55,1
67.106647,11.888849,85,1
77.268589,31.113741,83,0
70.45661,26.053995,98,2
75.443741,29.012223,99,2
85.728373,20.123814,22,2
83.115548,18.528388,13,1
67.9439,23.475675,84,1
74.294269,24.335014,21,2
82.884852,18.736748,70,0
80.668376,20.703359,98,0
80.570109,15.458281,81,3
67.333229,29.241228,16,3
82.159529,24.531598,12,1
77.603515,25.243641,86,2
85.819679,26.259359,23,0
74.066285,29.884268,60,1
79.442925,16.327898,11,2
85.656438,10.679273,54,2
82.809648,16.957206,96,2
81.826728,31.775161,11,0
72.648376,23.944302,74,1
68.379488,9.07193,67,2
76.759414,26.407536,64,1
78.751385,16.238936,51,3
82.548584,26.306644,63,1
75.187917,16.316149,10,3
79.249416,17.022775,66,1
